hsi_id,vomitoxin_ppb
imagoai_corn_413,980.0
imagoai_corn_343,1900.0
imagoai_corn_257,0.0
imagoai_corn_385,300.0
imagoai_corn_149,0.0
imagoai_corn_130,800.0
imagoai_corn_151,370.0
imagoai_corn_359,130.0
imagoai_corn_99,0.0
imagoai_corn_372,4600.0
imagoai_corn_87,0.0
imagoai_corn_458,200.0
imagoai_corn_330,0.0
imagoai_corn_214,2600.0
imagoai_corn_466,900.0
imagoai_corn_121,5300.0
imagoai_corn_499,1400.0
imagoai_corn_20,300.0
imagoai_corn_188,1200.0
imagoai_corn_71,2100.0
imagoai_corn_106,500.0
imagoai_corn_270,100.0
imagoai_corn_348,2100.0
imagoai_corn_435,400.0
imagoai_corn_102,1900.0
